Time (min),Mean Intensity,Protein Concentration (microgram / milliliter),Number of Protein Molecules,Rate of Change of Protein Molecules
5.6000000000000005,30.585819244384766,1.1158508235472122,32185.93869647185,5350.071844250604
5.65,31.239153623580933,1.1396861734933017,32471.962895824927,6372.059150640445
5.7,32.04132032394409,1.1689513164692156,32823.14461153589,6900.8925036154105
5.75,32.81545042991638,1.19719361102343,33162.05214618646,5911.175623934716
5.800000000000001,33.39154672622681,1.2182111133353386,33414.26217392937,6717.657603437488
5.8500000000000005,34.34989285469055,1.2531740910520752,33833.81790653021,7242.25322531187
5.9,35.04581689834595,1.27856322354627,34138.48749646055,5858.802068900724
5.95,35.68815612792969,1.301997441626248,34419.69811342028,6633.906050288002
6.0,36.56112885475159,1.3338457739653369,34801.87810148935,7092.943137014052
6.050000000000001,37.30832099914551,1.3611053011013654,35128.992427121695,6473.511059456214
6.1000000000000005,38.03980350494385,1.3877916994608048,35449.22920743497,7132.596192313184
6.15,38.9375433921814,1.4205436027039755,35842.25204635301,6471.148994066694
6.2,39.5179386138916,1.4417179410780276,36096.344106841636,7418.381053798948
6.25,40.632044553756714,1.4823634448189664,36584.090151732904,8081.57762084459
6.300000000000001,41.36392664909363,1.5090644212517326,36904.5018689261,7195.145520869526
6.3500000000000005,42.27555441856384,1.5423229908262126,37303.60470381986,7527.729129062092
6.4,43.08340501785278,1.5717954973272499,37657.274781832304,7313.009765603172
6.45,43.9459867477417,1.6032647388729058,38034.90568038017,7245.790582627116
6.5,44.7384831905365,1.6321770855158086,38381.85384009501,8293.181312545901
6.550000000000001,45.840309143066406,1.6723745831441224,38864.22381163477,8808.65328724013
6.6000000000000005,46.75054931640625,1.7055825295761435,39262.71916881903,7371.57604443538
6.65,47.52411913871765,1.7338043835144168,39601.38141607831,8149.878155894752
6.7,48.612138509750366,1.773498180875266,40077.7069844085,9117.00145739672
6.75,49.60661792755127,1.809779395659389,40513.08156181798,8375.981985637976
6.800000000000001,50.52537417411804,1.8432980307555833,40915.305182972304,8567.229955190269
6.8500000000000005,51.56353831291199,1.8811729786193085,41369.80455733701,8536.001217062003
6.9,52.47516131401062,1.9144313742310999,41768.905304678505,8274.565565210884
6.95,53.45360851287842,1.9501276916627326,42197.2611138581,9062.747017770715
7.0,54.54526734352112,1.9899542660458556,42675.18000645557,9590.119084159087
7.050000000000001,55.6441764831543,2.030045350697393,43156.273022274014,8692.408983065223
7.1000000000000005,56.53078103065491,2.0623910075713994,43544.4209047621,9982.752177069255
7.15,57.924429416656494,2.1132349521729688,44154.54823998093,11075.020061833668
7.2,59.06052899360657,2.154682841420013,44651.92291094546,9878.875576296065
7.25,60.180954933166504,2.1955589153087693,45142.43579761054,10093.917466580111
7.300000000000001,61.36617422103882,2.2387988203081806,45661.31465760347,10599.170872930554
7.3500000000000005,62.602009773254395,2.2838853392498577,46202.3528849036,10678.054254195013
7.4,63.80524754524231,2.327782605759805,46729.12008302297,9719.32186902751
7.45,64.82209014892578,2.36487968815842,47174.28507180635,10498.632268231479
7.5,66.20333743095398,2.415271207995067,47778.98330984612,11929.818438540737
7.550000000000001,67.54709053039551,2.4642948418129262,48367.266915660424,11749.177322053642
7.6000000000000005,68.8870759010315,2.513181019012182,48953.90104205149,11768.9224351648
7.65,70.23533916473389,2.5623691954393,49544.1591591769,11748.54166238854
7.7,71.57066917419434,2.61108553286542,50128.75520829034,11007.113030385925
7.75,72.74957585334778,2.654095137359182,50644.87046221549,12048.82874946855
7.800000000000001,74.32285380363464,2.7114924391109914,51333.63808323721,13064.413533057435
7.8500000000000005,75.7337396144867,2.7629652501346613,51951.31181552124,11492.919843599258
7.9,76.94805812835693,2.8072667711409856,52482.93006759713,12462.888478840177
7.95,78.58050346374512,2.8668226541249964,53197.60066340526,12189.270915738889
8.0,79.73232245445251,2.9088440287721427,53701.85715917102,12365.965514666284
8.05,81.40512824058533,2.9698723667472167,54434.1972148719,13281.95004829974
8.1,82.76617574691772,3.019526945841308,55030.052164001,12959.237430998823
8.15,84.36526775360107,3.0778660120055394,55730.12095797178,12114.419641676941
8.200000000000001,85.53334259986877,3.1204804428552833,56241.494128168706,12598.715067049605
8.25,87.24305701255798,3.182855304230953,56989.99246467673,14338.299508769764
8.3,88.8084864616394,3.2399662720950304,57675.32407904567,13656.63958570466
8.35,90.36249661445618,3.296660634111823,58355.65642324719,13574.269992155489
8.4,91.9091112613678,3.3530851886963258,59032.751078261215,13271.748180374037
8.450000000000001,93.39401960372925,3.407258535614942,59682.831241284606,13483.031432802789
8.5,94.98889541625977,3.465443783969682,60381.05422154149,14368.290328404168
8.55,96.6760139465332,3.5269942883516427,61119.66027412502,14229.010928746196
8.6,98.23907566070557,3.584018875042567,61803.95531441611,13917.233953992254
8.65,99.85497832298279,3.642971237968245,62511.38366952424,14503.29963990103
8.700000000000001,101.55190873146057,3.704879705375077,63254.28527840623,14267.674484271207
8.75,103.11399006843567,3.7618685253371713,63938.15111795136,14013.352166767581
8.8,104.75282835960388,3.8216576400981395,64655.62049508298,14416.737197625102
8.85,106.40705060958862,3.882008001984048,65379.82483771387,15104.372739052982
8.9,108.20295810699463,3.9475274129235802,66166.05776898826,15640.078314088518
8.950000000000001,109.9795458316803,4.012341987934786,66943.83266912274,15216.15072515409
9.0,111.67862010002136,4.07432866896653,67687.67284150368,14885.53359119629
9.05,113.37968850135803,4.136388101194756,68432.38602824237,16006.652492057765
9.1,115.3348479270935,4.207717439733679,69288.33809070945,16590.69638359698
9.15,117.16932320594788,4.274643904391397,70091.45566660207,15603.317562454264
9.200000000000001,118.8989462852478,4.337745086087466,70848.6698469549,15691.362166839768
9.25,120.75353264808655,4.4054052557817265,71660.59188328602,16580.445458193077
9.3,122.68623948097229,4.475915464905741,72506.7143927742,16746.315054843435
9.35,124.5787136554718,4.544957881238755,73335.22338877036,16803.01401817333
9.4,126.52437162399292,4.6159405817238515,74187.01579459153,16759.198383654817
9.450000000000001,128.4068374633789,4.684617867769214,75011.14322713586,16823.864490209613
9.5,130.36726641654968,4.7561394524755976,75869.40224361248,15694.718950884067
9.55,131.99181365966797,4.815407192359913,76580.61512222426,16403.53166627721
9.600000000000001,134.11414909362793,4.892835549694578,77509.75541024022,18195.31326486531
9.65,136.14797377586365,4.967034802900457,78400.14644871079,17536.26883927756
9.700000000000001,138.11977076530457,5.038971123355221,79263.38229416795,16522.750732431887
9.75,139.9220883846283,5.10472439233739,80052.42152195398,17141.056575542432
9.8,142.03511834144592,5.18181326148474,80977.48795172219,18096.13783179561
9.850000000000001,144.05559492111206,5.25552554093569,81862.03530513357,16863.706468988676
9.9,145.88711380958557,5.322344148726312,82663.85859862105,17384.195875555393
9.950000000000001,148.0264801979065,5.4003938398986495,83600.4548926891,18374.50248875108
10.0,150.08420419692993,5.475465002799238,84501.30884749616,18022.29380170256
10.05,152.14311933517456,5.550579621579503,85402.68427285935,18088.04334788292
10.100000000000001,154.21586179733276,5.626198697364931,86310.11318228448,17112.343337895
10.15,156.0519082546234,5.693182482728629,87113.91860664885,18547.000063846936
10.200000000000001,158.45235395431519,5.780757031230323,88164.81318866917,33622.324513114174
10.25,163.73189496994019,5.9733685203379085,90476.1510579602,32497.107747154078
10.3,165.875319480896,6.051566262456602,91414.52396338452,19170.209567230777
10.350000000000001,168.11074018478394,6.133120266731501,92393.17201468331,5700.28796266031
10.4,167.1773750782013,6.0990686621454415,91984.5527596506,3278.1334250867367
10.450000000000001,168.8595290184021,6.160438045273894,92720.98535719202,18496.94891070947
10.5,171.40243458747864,6.253209903068019,93834.24765072153,21351.305050625233
10.55,173.73657846450806,6.338365587362436,94856.11586225453,19833.233911214164
10.600000000000001,175.93272733688354,6.41848685232814,95817.57104184298,19257.2197894681
10.65,178.1352984905243,6.4988424189413365,96781.83784120134,19776.628887736588
10.700000000000001,180.4500904083252,6.583292093059278,97795.23393061664,19774.618574904278
10.75,182.6522023677826,6.663630907065537,98759.29969869176,20375.679148742347
10.8,185.1042881011963,6.753089419298796,99832.80184549086,21167.514861543896
10.850000000000001,187.4872705936432,6.840026864245072,100876.05118484618,20565.897955027176
10.9,189.80193543434143,6.9244719022573555,101889.39164099358,20424.53413443151
10.950000000000001,192.1526277065277,7.010231315365335,102918.50459828932,19733.046015296364
11.0,194.3093433380127,7.088913952384825,103862.6962425232,20757.263871282805
11.05,196.89398670196533,7.183208514292689,104994.23098541758,21827.33376902272
11.100000000000001,199.29512691497803,7.270808400460016,106045.42961942551,20252.02194646909
11.15,201.51993870735168,7.3519753638466,107019.43318006452,20086.246289670933
11.200000000000001,203.88321256637573,7.438193786207274,108054.05424839258,20646.37413867074
11.25,206.23596835136414,7.524028481668857,109084.0705939316,21033.60047121113
11.3,208.68769216537476,7.613473790134032,110157.41429551368,21581.303209121106
11.350000000000001,211.16555380821228,7.7038726750782,111242.20091484372,21902.904204840772
11.4,213.69073748588562,7.795997991841036,112347.70471599774,22506.329975396628
11.450000000000001,216.30643320083618,7.891425424873171,113492.83391238337,22337.988716862863
11.5,218.79316449165344,7.982147897814892,114581.503587684,20847.37723996374
11.55,221.06837582588196,8.065153568539534,115577.57163637973,21067.77370181051
11.600000000000001,223.60544991493225,8.157712678663314,116688.28095786508,22078.967319207266
11.65,226.1116373538971,8.249144962866263,117785.46836830046,22439.827866623877
11.700000000000001,228.73113894462585,8.344711244218512,118932.26374452746,22169.31344996649
11.75,231.17553567886353,8.433889241615983,120002.3997132971,22065.05691468087
11.8,233.7712230682373,8.528586718507519,121138.76943599553,22537.70588595909
11.850000000000001,236.32358193397522,8.62170345733231,122256.17030189304,22318.916839357466
11.9,238.86929368972778,8.714577692168831,123370.66111993128,22254.634842419997
11.950000000000001,241.40696930885315,8.807158747685811,124481.63378613505,23429.785858591087
12.0,244.2211081981659,8.909825907657089,125713.63970579037,22893.73374987929
12.05,246.63633918762207,8.997939862268137,126771.00716112295,22650.176939413184
12.100000000000001,249.3948450088501,9.098577382152198,127978.6573997317,24221.66019110987
12.15,252.1690330505371,9.199787030527387,129193.17318023395,23818.929607887985
12.200000000000001,254.8355474472046,9.297068462217931,130360.55036052049,22972.970971252536
12.25,257.41650223731995,9.391228455287825,131490.4702773592,22825.26307931915
12.3,260.049277305603,9.487278987878925,132643.0766684524,24916.93199872761
12.350000000000001,263.1080095767975,9.598869555277226,133982.163477232,24865.991548324702
12.4,265.7291488647461,9.694495584114964,135129.67582328487,23363.448666447308
12.450000000000001,268.4446713924408,9.793564960830954,136318.50834387675,24225.350983517244
12.5,271.26268577575684,9.896373508977605,137552.21092163658,24996.769391378155
12.55,274.15441513061523,10.001871372425772,138818.18528301455,24869.474629280856
12.600000000000001,276.94335293769836,10.103619130888282,140039.15838456468,23208.20366705698
12.65,279.45561599731445,10.195273069651243,141139.00564972023,24009.098312918562
12.700000000000001,282.4274935722351,10.303694950162603,142440.06821585653,26231.610833276995
12.75,285.44742131233215,10.413869826595217,143762.16673304792,26112.89069211413
12.8,288.3921809196472,10.521302372596885,145051.35728506793,25161.205883397255
12.850000000000001,291.19472551345825,10.623546542290196,146278.28732138767,24357.255061018048
12.9,293.9558472633362,10.724279498105368,147487.08279116973,24070.66231680475
12.950000000000001,296.69292855262756,10.824135394930238,148685.35355306815,25005.64983871882
13.0,299.6676194667816,10.932659913428026,149987.6477750416,26145.474251663312
13.05,302.6650586128235,11.04201434702743,151299.90097823448,25546.898908797884
13.100000000000001,305.5030233860016,11.14555073766801,152542.33766592143,25452.831716124434
13.15,308.47897577285767,11.254121277995136,153845.18414984693,24379.954060585937
13.200000000000001,311.0718746185303,11.348717021506225,154980.33307198,25064.267262581736
13.25,314.20413732528687,11.462990171849983,156351.6108761051,26107.68538053776
13.3,317.0353729724884,11.56628106634404,157591.10161003377,25274.20508757443
13.350000000000001,319.9772527217865,11.67360854757977,158879.03138486255,25079.145247583743
13.4,322.7639329433441,11.775273943407239,160099.01613479215,25124.9795451439
13.450000000000001,325.7162821292877,11.882983377122635,161391.52933937692,26191.64882024261
13.5,328.74661016464233,11.993537683575925,162718.1810168164,26104.740888066124
13.55,331.6791079044342,12.100522884523185,164002.00342818353,25955.24292006367
13.600000000000001,334.67528772354126,12.209831374576462,165313.70530882283,25567.264024932636
13.65,337.519163608551,12.313583418064288,166558.72983067678,25414.71092418884
13.700000000000001,340.4804973602295,12.421620632278035,167855.1764012417,26215.868601636263
13.75,343.5073730945587,12.53204898974459,169180.31669084038,25307.317841623444
13.8,346.26117634773254,12.632514947624896,170385.90818540406,25877.31146263331
13.850000000000001,349.4182496070862,12.747693251933203,171768.04783710375,26806.965288507286
13.9,352.3844037055969,12.855906325029121,173066.60471425476,25276.846884967526
13.950000000000001,355.1919684410095,12.958333642641266,174295.7325256005,26346.63496315223
14.0,358.4024827480316,13.075461616388722,175701.26821056998,26884.030411747517
14.05,361.3327989578247,13.182367229405829,176984.13556677525,26563.89592149481
14.100000000000001,364.4701883792877,13.296827415734516,178357.6578027195,26154.42567578121
14.15,367.306973695755,13.400320776704005,179599.57813435336,25219.456941837445
14.200000000000001,370.2307982444763,13.506989556916494,180879.60349690323,24586.208399604773
14.25,372.9229373931885,13.605205846700711,182058.19897431383,25662.651594414376
14.3,376.0926423072815,13.720844986869947,183445.86865634465,28109.79726394429
14.350000000000001,379.3437566757202,13.83945415723358,184869.1787007083,27005.642856575316
14.4,382.26125144958496,13.945892010674742,186146.4329420022,25940.13530431292
14.450000000000001,385.2689833641052,14.055621951436189,187463.19223113958,25917.443611178547
14.5,388.1812949180603,14.161870707434558,188738.17730312003,26303.009295890108
14.55,391.2770974636078,14.274813695568605,190093.49316072857,26422.615602989215
14.600000000000001,394.2167294025421,14.382059170792807,191380.438863419,25949.068984237034
14.65,397.2043647766113,14.491055937103912,192688.40005915228,24501.80031126761
14.700000000000001,399.8134126663208,14.586240840053371,193830.61889454574,25246.927042110125
14.75,402.9712493419647,14.701446995788164,195213.09276336327,27173.87973749591
14.8,406.02045035362244,14.812689837865836,196548.0068682953,25858.991103944136
14.850000000000001,408.8779411315918,14.916938588321035,197798.9918737577,25058.343833025545
14.9,411.74425888061523,15.021509369807717,199053.84125159789,25858.810530673014
14.950000000000001,414.7845916748047,15.132428676076643,200384.87292682502,25999.1441442261
15.0,417.6829643249512,15.238168904342931,201653.7556660205,24915.35172166233
15.05,420.47573804855347,15.340056607090496,202876.40809899126,25890.649877839023
15.100000000000001,423.596887588501,15.453924319991593,204242.82065380443,26781.163142495556
15.15,426.59307169914246,15.563232966611288,205554.52441324078,25537.203272297047
15.200000000000001,429.4300768375397,15.666734347260736,206796.54098103414,25496.02108496311
15.25,432.4168541431427,15.77569980898598,208104.12652173708,26015.973990596365
15.3,435.37262654304504,15.883534130515706,209398.13838009376,25467.749364619376
15.350000000000001,438.2341787815094,15.987931053691145,210650.90145819905,25489.55071671377
15.4,441.19493103027344,16.095947053154987,211947.09345176513,25471.344129621983
15.450000000000001,444.0523245334625,16.20019225477133,213198.03587116126,25872.28359300038
15.5,447.10465908050537,16.311549416429987,214534.32181106514,25814.62018052349
15.55,449.948881149292,16.415314089609023,215779.49788921358,26661.595455111936
15.600000000000001,453.19468116760254,16.533729378555922,217200.48135657638,26958.23350083083
15.65,456.1066610813141,16.63996603544928,218475.32123929667,25881.709935258143
15.700000000000001,459.10656237602234,16.749410294683077,219788.65235010223,26097.21108704107
15.75,462.06776690483093,16.857442794507957,221085.04234800077,25899.79961942276
15.8,465.02257561683655,16.965241958178268,222378.63231204453,25458.342854107264
15.850000000000001,467.88294291496277,17.06959565162552,223630.8766334115,25339.48075939063
15.9,470.81060123443604,17.176404297839856,224912.58038798356,26443.811564926524
15.950000000000001,473.9232189655304,17.289960747999906,226275.2577899042,26577.218680059537
16.0,476.8813500404358,17.397881120173682,227570.3022559895,26413.201786044985
16.05,479.9565031528473,17.510070762883615,228916.5779685087,26859.139482298866
16.1,483.01649498939514,17.621707282526177,230256.21620421944,25977.337573250756
16.150000000000002,485.89022755622864,17.726548575994045,231514.31172583383,26283.536608349998
16.2,489.020161151886,17.840736754262426,232884.56986505442,25399.649234588724
16.25,491.69199681282043,17.938212319615605,234054.2766492926,25228.763249840587
16.3,494.78289675712585,18.0509764480111,235407.4461900385,26739.63650903618
16.35,497.79984498023987,18.16104262385758,236728.24030019625,25614.792371155694
16.400000000000002,500.63380885124207,18.264433051104067,237968.92542715408,25770.736700557172
16.45,503.68637776374817,18.375798763028882,239305.3139702519,26602.372641092632
16.5,506.7103033065796,18.486119489779835,240629.1626912633,24616.24932049308
16.55,509.30920338630676,18.580934174032993,241766.93890230122,24924.22695012251
16.6,512.4034769535065,18.693821381030858,243121.5853862756,26122.044608801603
16.650000000000002,515.2759816646576,18.79861787910634,244379.1433631814,26521.512347832322
16.7,518.4615013599396,18.914833983929455,245773.73662105878,26838.01658469299
16.75,521.4063017368317,19.022268017312115,247062.94502165067,25523.801186746918
16.8,524.2916293144226,19.12753232715235,248326.1167397335,25227.11095222179
16.85,527.1686599254608,19.232493941913965,249585.65611687288,25335.1073373924
16.900000000000002,530.0786559581757,19.338658221630624,250859.6274734728,25517.245228855405
16.95,532.9972903728485,19.445137652154422,252137.38063975837,26142.2834280245
17.0,536.0500571727753,19.556510583530823,253473.8558162752,26051.035474685486
17.05,538.9478487968445,19.662229614443472,254742.48418722695,25392.589132821187
17.1,541.850213766098,19.76811549297101,256013.1147295574,25275.48580088932
17.150000000000002,544.7212567329407,19.87285866278422,257270.03276731595,26111.471156573854
17.2,547.8145768642426,19.985711085942448,258624.2618452147,24688.05694335187
17.25,550.3604846000671,20.078592470645482,259738.8384616511,24870.872245523147
17.3,553.4955632686615,20.192968354655147,261111.34906976708,26722.70750393253
17.35,556.4644658565521,20.301281699844925,262411.1092120444,25633.985326691996
17.400000000000002,559.3508594036102,20.40658489904425,263674.7476024363,25945.192399678286
17.45,562.3908476829529,20.517491636508908,265005.6284520122,25398.024075149093
17.5,565.1522574424744,20.618235099670486,266214.5500099511,25058.68097271584
17.55,568.1147332191467,20.726313977948216,267511.49654928385,25354.512179484125
17.6,570.9437165260315,20.82952270116619,268750.0012278996,24761.586796828546
17.650000000000002,573.7707567214966,20.932660534588454,269987.65522896673,25310.78630971443
17.7,576.7251877784729,21.040445920413806,271281.07985887094,25659.52026601555
17.75,579.6318855285645,21.146489870138577,272553.6072555682,24959.224763867445
17.8,582.426355600357,21.248439460112703,273777.0023352577,25919.208636618685
17.85,585.552332162857,21.362483275443733,275145.5281192301,26026.476466048975
17.900000000000002,588.3713042736053,21.465326763996444,276379.64998186263,25823.017359515186
17.95,591.4508068561554,21.577675086773024,277727.82985518157,25622.73446375411
18.0,594.2240304946899,21.67884955119439,278941.92342823796,24898.049044702668
18.05,597.1380009651184,21.78515882881221,280217.63475965185,24828.254866005853
18.1,599.8952822685242,21.885751675077774,281424.7489148386,24771.864860411268
18.150000000000002,602.7963721752167,21.99159103598231,282694.821245693,26029.0410240083
