Time (min),Mean Intensity (A.U.),Protein Concentration (ng per µL),Protein Concentration (nM),Number of Protein Molecules,Rate of Change of Number of Protein Molecules (PM per min)
906.0,100.61855578422500,3.6708285443938700,46.941541488412700,56329849786.09530,77491857.72035220
909.0,101.3294050693510,3.69676218880234,47.273173769850900,56727808523.821100,116516605.1688740
912.0,101.86731457710300,3.716386537014900,47.52412451425710,57028949417.108500,69741975.65264640
915.0,102.07685995101900,3.724031301282530,47.62188364811410,57146260377.73700,70721950.6359876
918.0,102.62527227401700,3.7440388197135800,47.877734267437000,57453281120.92440,101197410.74515800
921.0,103.1614363193510,3.7635994888838800,48.127870701839900,57753444842.2079,78616742.28876500
924.0,103.4678418636320,3.774777965948480,48.27081797888090,57924981574.65700,74522145.55289080
927.0,103.96012234687800,3.7927376477950600,48.50048142960440,58200577715.525200,69151236.62416710
930.0,104.20896553993200,3.8018160994685300,48.61657416200170,58339888994.40200,65106025.71555960
933.0,104.6578917503360,3.8181941038498500,48.82601155818220,58591213869.8186,77301833.51469300
936.0,105.03744268417400,3.832041116372780,49.00308332957520,58803699995.49020,84299404.81361520
939.0,105.5613648891450,3.851155171131970,49.247508582250200,59097010298.700300,82320946.28464
942.0,105.91971182823200,3.864228606370070,49.414688060998300,59297625673.19800,62613887.84534330
945.0,106.23242497444200,3.8756372012795000,49.56057802147700,59472693625.772400,103613334.27112500
948.0,107.03018069267300,3.904741420070080,49.932754732354000,59919305678.82480,106195412.18623600
951.0,107.37056708335900,3.9171596074443200,50.091555082408100,60109866098.88980,62656399.69936120
954.0,107.70169639587400,3.9292400723525300,50.246036730850800,60295244077.020900,69853116.0098788
957.0,108.11921310424800,3.944472175804180,50.44082066245750,60528984794.94900,91529445.4346072
960.0,108.68265700340300,3.965028085517460,50.70368395802380,60844420749.62860,62387936.562633500
963.0,108.78785157203700,3.9688658590001700,50.752760345270700,60903312414.324800,62191238.59653470
966.0,109.34918737411500,3.9893448598087100,51.01464015100650,61217568181.20780,87399277.55557630
969.0,109.72454738616900,4.003038976524400,51.18975673304860,61427708079.6583,96964022.03794990
972.0,110.38839268684400,4.027257792425550,51.49946026119630,61799352313.435500,114844516.73593300
975.0,110.95538568496700,4.047943182568150,51.76397931672830,62116775180.0739,73709370.51449460
978.0,111.17836785316500,4.056078156296710,51.86800711376870,62241608536.52250,47588205.40587620
981.0,111.46540904045100,4.066550170881850,52.00192034375770,62402304412.509200,80393920.2028033
984.0,112.0399842262270,4.087512179096010,52.269976714782700,62723972057.73930,90130892.19632850
987.0,112.43138074874900,4.101791349730610,52.45257480473930,62943089765.687100,79493874.62368900
990.0,112.89195442199700,4.118594284073870,52.66744608790120,63200935305.48140,73781803.06116100
993.0,113.22213220596300,4.130640034727530,52.821483820045100,63385780584.05410,83724460.35151550
996.0,113.7892656326290,4.151330548071310,53.08606838965880,63703282067.5905,102740806.8309020
999.0,114.32324981689500,4.170811690198410,53.335187854199600,64002225425.039500,91630619.64291380
1002.0,114.77131056785600,4.187158120351690,53.544221487873300,64253065785.44800,79730926.59460320
1005.0,115.1777606010440,4.201986482496900,53.733842487172600,64480610984.607100,83850282.98172000
1008.0,115.66997027397200,4.219943580997550,53.9634729027819,64756167483.3383,82553749.29473370
1011.0,116.06252479553200,4.234264998471140,54.146611233646300,64975933480.37550,63507326.40161900
1014.0,116.35060572624200,4.244774945620580,54.281009534790000,65137211441.74800,82643400.14333730
1017.0,116.94824981689500,4.2665785679271800,54.55982823436300,65471793881.23560,100045831.13497300
1020.0,117.4228401184080,4.283892865594350,54.781238690464900,65737486428.55790,92747718.15747450
1023.0,117.94226717948900,4.302842925726760,55.02356682515030,66028280190.1804,86512179.07172390
1026.0,118.35002851486200,4.317719127611400,55.21379958582350,66256559502.9882,68472737.64586770
1029.0,118.67611908912700,4.32961576614629,55.365930513379700,66439116616.0556,75494623.6786639
1032.0,119.15913701057400,4.347237525469760,55.59127270421680,66709527245.06020,85002174.03405510
1035.0,119.58712410926800,4.3628516161936100,55.79094138355000,66949129660.25990,75108390.91600550
1038.0,119.96410608291600,4.3766049063179100,55.96681465879690,67160177590.55620,85105283.63288630
1041.0,120.49923419952400,4.396127782094060,56.21646780171440,67459761362.05730,68865977.85699460
1044.0,120.70217251777600,4.403531503660000,56.31114454808180,67573373457.69820,62993647.060377800
1047.0,121.1743643283840,4.420758298094670,56.53143603701630,67837723244.41950,100691828.89992100
1050.0,121.78133034706100,4.442902008759870,56.814603692581400,68177524431.09770,105794853.08449000
1053.0,122.30821347236600,4.462124085650710,57.060410302438700,68472492362.92650,79429161.39326990
1056.0,122.63260698318500,4.4739588108646400,57.21174949954780,68654099399.45730,72912145.33793000
1059.0,123.08964443206800,4.490632734477840,57.42497102912840,68909965234.95400,64839164.28134280
1062.0,123.32751631736800,4.499310924098640,57.53594532095450,69043134385.14540,83767706.31917830
1065.0,123.98741912841800,4.5233859076486400,57.84380956072430,69412571472.86910,102815041.29289200
1068.0,124.42942953109700,4.5395116052441600,58.05002052741900,69660024632.90270,70031861.5603892
1071.0,124.73798084259000,4.550768365518750,58.19396886852620,69832762642.23150,80263270.21920780
1074.0,125.28964567184400,4.570894543899870,58.451336878515000,70141604254.21800,101662638.5855890
1077.0,125.82754325866700,4.5905184572057100,58.702282061454200,70442738473.74500,75488216.86864220
1080.0,126.09868550300600,4.600410436695510,58.8287779628582,70594533555.42980,87764376.7435023
1083.0,126.7681519985200,4.624834328512420,59.14110394517170,70969324734.206,71794557.41427100
1086.0,126.86813879013100,4.628482108644490,59.18775074992960,71025300899.91550,67908693.65915430
1089.0,127.49595880508400,4.651386627733150,59.48064741346740,71376776896.16090,107753735.24950200
1092.0,128.02298212051400,4.6706138191270500,59.72651942617710,71671823311.41250,91446802.03446710
1095.0,128.47603368759200,4.68714232732863,59.937881423639800,71925457708.36770,91485598.82850140
1098.0,129.0034728050230,4.70638468826899,60.18394742031960,72220736904.38350,70153546.45911920
1101.0,129.2278995513920,4.7145723639941500,60.28864915593540,72346378987.12240,72592249.75406650
1104.0,129.78147530555700,4.7347682579228300,60.5469086690899,72656290402.90790,84115564.95929720
1107.0,130.1294023990630,4.747461549893230,60.709226980731900,72851072376.87820,83997639.61228440
1110.0,130.68171429634100,4.7676113350112300,60.96689686715130,73160276240.58160,79948491.18502050
1113.0,130.9862449169160,4.778721409946570,61.10896943665700,73330763323.98830,84023111.13130190
1116.0,131.5822262763980,4.800464371463570,61.38701242280780,73664414907.3694,83411839.16653440
1119.0,131.8802056312560,4.811335439060690,61.52602863248960,73831234358.98760,70811801.69740800
1122.0,132.34114694595300,4.828151785927260,61.741071431294900,74089285717.55390,93418119.63976540
1125.0,132.8814079761510,4.847861923839840,61.993119230688400,74391743076.82610,102917172.07353000
1128.0,133.44415473938000,4.868392400208010,62.255657291662500,74706788749.99500,87606275.35862480
1131.0,133.82032227516200,4.882115977505060,62.431150607481600,74917380728.97790,75584252.28140510
1134.0,134.25422382354700,4.897945842850040,62.63357855306950,75160294263.68350,66379512.683151200
1137.0,134.53174018859900,4.908070366964170,62.76304817089730,75315657805.0768,85289968.83019000
1140.0,135.1683132648470,4.931294220662640,63.06002839722050,75672034076.6646,113191493.01198800
1143.0,135.74486231803900,4.952328240731860,63.32900563595730,75994806763.14870,76300124.31817880
1146.0,135.98605465889000,4.961127569271050,63.441529018811400,76129834822.57370,65881850.36697640
1149.0,136.45094656944300,4.978088044225350,63.65841488779220,76390097865.35060,77592253.3232727
1152.0,136.81764435768100,4.991466140320450,63.82949028542780,76595388342.5133,202957019.0699720
1155.0,138.62612462043800,5.057444238681710,64.67319998314200,77607839979.77040,134982722.3456730
1158.0,138.26431250572200,5.044244384757610,64.50440389715610,77405284676.58730,2946465.2352600100
1161.0,138.65770316124000,5.058596306588690,64.6879323093183,77625518771.18200,99871734.97090400
1164.0,139.33468103408800,5.083294233131230,65.00376257201070,78004515086.41280,103603279.13872500
1167.0,139.7680642604830,5.099105188731930,65.20594870501190,78247138446.01430,46058979.93813830
1170.0,139.82831501960800,5.101303294287040,65.23405747170130,78280868966.0416,34124027.188822400
1173.0,140.13378620147700,5.112447683362760,65.37656884095600,78451882609.14730,67649373.57423910
1176.0,140.5533425807950,5.127754199354570,65.57230433957250,78686765207.48700,98638268.32009890
1179.0,141.1909351348880,5.1510152462759200,65.86976018255660,79043712219.06790,99117666.77853390
1182.0,141.61562943458600,5.166509207064980,66.0678926734652,79281471208.15820,79253797.21471410
1185.0,142.0403323173520,5.182003480986880,66.26602916863010,79519235002.35610,73859685.84552260
1188.0,142.40721559524500,5.195388344230580,66.43719110269280,79724629323.23140,85484798.14337160
1191.0,142.9565098285680,5.215428037060930,66.69345315934700,80032143791.21640,88778143.20055140
1194.0,143.3586893081670,5.230100598221990,66.88108181869560,80257298182.43470,82289290.41427360
1197.0,143.83843970298800,5.247603149612910,67.10489961141830,80525879533.70200,100568386.5776060
1200.0,144.43652415275600,5.2694228373738400,67.3839237515836,80860708501.90030,89646288.20474500
1203.0,144.79921770095800,5.28265484830097,67.55313105244210,81063757262.93050,77287440.43800610
1206.0,145.2648470401760,5.299642226585100,67.77036095377360,81324433144.52840,96358778.70344040
1209.0,145.83193635940600,5.320331130774020,68.03492494595930,81641909935.15110,89428567.89325210
1212.0,146.2232916355130,5.334608796631360,68.21750379323990,81861004551.88790,65523491.677093500
1215.0,146.53417992591900,5.345950816019760,68.36254240434480,82035050885.21370,90416907.3230133
1218.0,147.19232869148300,5.369961807394660,68.66958832985500,82403505995.82590,100027278.08095300
1221.0,147.60621547699000,5.3850614817494100,68.86267879474950,82635214553.6994,89685196.22812650
1224.0,148.15352368354800,5.405028719119860,69.11801431099560,82941617173.1947,64105117.37029270
1227.0,148.29325771331800,5.410126582641200,69.18320438160100,83019845257.92120,61534940.994641600
1230.0,148.8130202293400,5.429088881048760,69.42568901596880,83310826819.16260,110359727.47287000
1233.0,149.47603058815000,5.453277236083090,69.73500301896530,83682003622.75840,109795149.58532000
1236.0,149.98974227905300,5.472018784536620,69.97466476389540,83969597716.67450,84002444.71980290
1239.0,150.3763210773470,5.48612219196853,70.15501524256430,84186018291.0772,59302701.60191600
1242.0,150.625314950943,5.495206140862970,70.27117827190500,84325413926.28600,79093182.04674020
1245.0,151.2239968776700,5.5170476261488100,70.55048115279800,84660577383.35760,91485532.0908966
1248.0,151.60580492019700,5.530976983910510,70.72860593235950,84874327118.83130,102857553.14690700
1251.0,152.3263657093050,5.557264929429250,71.06476891853260,85277722702.23910,105097244.90546200
1254.0,152.73217749595600,5.572070006668550,71.25409215688680,85504910588.26410,61595116.06796270
1257.0,152.9865071773530,5.58134861981182,71.37274449887240,85647293398.64690,73342981.06621300
1260.0,153.51822590827900,5.600747112265430,71.62080706221780,85944968474.66140,116508374.19766200
1263.0,154.23517775535600,5.626903394123110,71.9552863698607,86346343643.83280,90046980.78170010
1266.0,154.48329830169700,5.635955481751080,72.07104196612630,86485250359.3516,50374656.11160020
1269.0,154.77506470680200,5.646599884662740,72.20715965041870,86648591580.50240,93394939.44516750
1272.0,155.48425221443200,5.672472903074140,72.53801666335220,87045619996.0226,118762058.60727400
1275.0,156.04788899421700,5.693035849578190,72.80096994345510,87361163932.14610,82947523.40669510
1278.0,156.37323665618900,5.704905384726160,72.95275428038560,87543305136.46280,74538829.95399480
1281.0,156.8467538356780,5.7221805320902000,73.17366409322500,87808396911.87000,78073631.6639684
1284.0,157.20998549461400,5.735432174706770,73.34312243870550,88011746926.44660,79345383.45384980
1287.0,157.69713258743300,5.753204577020650,73.5703910104943,88284469212.59310,102179721.54465500
1290.0,158.30508971214300,5.7753844458307300,73.85402104642880,88624825255.71450,99010508.43170420
1293.0,158.7582709789280,5.791917685817450,74.0654435526528,88878532263.18340,85231084.01722720
1296.0,159.2185480594640,5.8087097996814600,74.28017646651490,89136211759.81790,77443117.02325950
1299.0,159.58826231956500,5.822197944573540,74.45265913776910,89343190965.32290,74040055.34440610
1302.0,160.01206731796300,5.8376594613211300,74.65037674323690,89580452091.88430,110988506.93586700
1305.0,160.77777409553500,5.865594450785470,75.00760167244840,90009122006.93810,98810117.65148930
1308.0,161.07105803489700,5.87629421732286,75.14442733149440,90173312797.79320,89332799.43090570
1311.0,161.73519229888900,5.900523575362950,75.45426566960300,90545118803.52360,89401183.22956850
1314.0,162.0292091369630,5.911250079965620,75.59143324764220,90709719897.17070,59466408.94556430
1317.0,162.37251949310300,5.9237749412606700,75.75159771433080,90901917257.19700,97219538.07941690
1320.0,163.07115292549100,5.949262919354670,76.07753093803930,91293037125.64720,99660376.97769930
1323.0,163.44062280654900,5.962742148658950,76.24989959921930,91499879519.06310,61959414.40463770
1326.0,163.7351987361910,5.9734890503868900,76.38732801006250,91664793612.07500,94366505.49034880
1329.0,164.45198941230800,5.999639452305670,76.72173212667100,92066078552.00520,116938898.48379300
1332.0,164.98848342895500,6.0192121596940500,76.97202250248150,92366427002.97770,80706786.09233860
1335.0,165.31695890426600,6.031195805667780,77.12526605713270,92550319268.55930,70082960.31951140
1338.0,165.73959279060400,6.046614597178980,77.32243730407900,92786924764.8948,84484534.92828110
1341.0,166.22241616249100,6.064229258824740,77.54768873177410,93057226478.12900,71813132.71416730
1344.0,166.50924515724200,6.074693532070220,77.68150296764980,93217803561.17980,96762096.29283400
1347.0,167.25945734977700,6.102063238475240,78.0314992132383,93637799055.88600,124558264.04311600
1350.0,167.84418988227800,6.123395813311080,78.30429428786540,93965153145.4385,76613902.28831230
1353.0,168.08056163787800,6.132019274269970,78.41456872467990,94097482469.61580,80315948.43496960
1356.0,168.70497059822100,6.154799349149150,78.70587403004030,94447048836.04830,97668326.22328950
1359.0,169.12731528282200,6.170207589823270,78.90291035579630,94683492426.95560,86351230.21572370
1362.0,169.63043403625500,6.188562680163500,79.13763018111890,94965156217.34270,86777639.01624040
1365.0,170.05734872818000,6.204137646678620,79.33679855087750,95204158261.05300,67735598.55914820
1368.0,170.35638570785500,6.215047299200120,79.47630817391460,95371569808.69760,85002485.476209
1371.0,170.96835708618200,6.237373618499820,79.76181097825860,95714173173.91030,110429690.72817500
1374.0,171.53990840911900,6.25822530827484,80.02845662755550,96034147953.0666,102264233.59772000
1377.0,172.06436705589300,6.277358933836530,80.27313214624720,96327758575.49660,74726407.11415360
1380.0,172.34078359603900,6.2874433334564700,80.40208866312630,96482506395.75150,74143031.46803540
1383.0,172.85898995399500,6.306348859140530,80.64384730358730,96772616764.3048,89183885.58957160
1386.0,173.2966058254240,6.322314232722000,80.84800809107420,97017609709.28900,83699834.17547860
1389.0,173.75603723526,6.339075494303140,81.06234647446470,97274815769.35770,96093140.79197190
1392.0,174.3264775276180,6.359886650771660,81.328473795034,97594168554.04080,91613178.88229120
1395.0,174.73789525032000,6.374896247246120,81.52041236887620,97824494842.65140,97468892.0154063
1398.0,175.37109375,6.397996987549680,81.81581825511100,98178981906.13320,99145006.95048520
1401.0,175.80047512054400,6.413661944963760,82.01613740362860,98419364884.35430,67869852.37338260
1404.0,176.09848427772500,6.4245340998276700,82.15516751697790,98586201020.37350,76067788.47131350
1407.0,176.61572647094700,6.44340445025604,82.39647634598520,98875771615.1822,96050117.2829895
1410.0,177.12789487838700,6.462089695685320,82.63541810339290,99162501724.07150,95218655.71534980
1413.0,177.636225938797,6.480634944640740,82.87256962456190,99447083549.4743,78299694.17601780
1416.0,177.96706652641300,6.492704876108150,83.02691657427300,99632299889.12760,65567627.47948460
1419.0,178.338942527771,6.506271886985220,83.20040776195940,99840489314.35120,84297758.61937710
1422.0,178.87052202224700,6.525665299728320,83.44840536736990,100138086440.84400,92738174.68004350
1425.0,179.33285760879500,6.542532513285120,83.66409863535960,100396918362.43100,79450851.11470290
1428.0,179.7220311164860,6.556730582514170,83.84565962294340,100614791547.53200,77865299.10883330
1431.0,180.16737365722700,6.572977845236670,84.05342513090370,100864110157.08400,72321295.08010860
1434.0,180.4971296787260,6.585008208890490,84.20726609834390,101048719318.0130,105172168.98936200
1437.0,181.29454922676100,6.614100163311510,84.57928597585050,101495143171.02100,108061662.55631000
1440.0,181.65527319908100,6.627260318950010,84.74757441112550,101697089293.35100,87575754.02753450
1443.0,182.23313641548200,6.648342283136280,85.01716474598820,102020597695.18600,100711271.78867800
1446.0,182.73463940620400,6.666638426219380,85.25113077006890,102301356924.08300,68354167.16867830
1449.0,182.9657175540920,6.675068762499230,85.35893558183160,102430722698.19800,74924128.39019010
1452.0,183.53763365745500,6.695933760419950,85.62575141201980,102750901694.42400,97159274.0226237
1455.0,184.00701546669000,6.713058038642080,85.84473195194470,103013678342.33400,90666572.70115920
1458.0,184.50934648513800,6.731384390346100,86.0790842755256,103294901130.63100,87233545.83792370
1461.0,184.94193506240800,6.747166355064710,86.28089968113430,103537079617.3610,91466867.80752820
1464.0,185.4896364212040,6.767147935658850,86.53641861456330,103843702337.47600,70786775.0957489
1467.0,185.70058751106300,6.774843984127140,86.63483355661310,103961800267.9360,80476608.09468330
1470.0,186.35213899612400,6.798614289423870,86.93880165503670,104326561986.04400,107352753.47626500
1473.0,186.85113334655800,6.816818910736360,87.17159732399440,104605916788.79300,64414646.37961320
1476.0,187.042498588562,6.823800416158300,87.26087488693470,104713049864.32200,92695573.84254960
1479.0,187.8445918560030,6.8530628801088,87.63507519320720,105162090231.84900,114007493.70126600
1482.0,188.26436614990200,6.868377346195490,87.83091235544110,105397094826.52900,69829535.38965100
1485.0,188.59298515319800,6.880366228446150,87.98422287015540,105581067444.1870,71235073.83052320
1488.0,189.02782320976300,6.896230260063230,88.18708772459370,105824505269.5120,90037036.87863920
1491.0,189.55795097351100,6.915570709865700,88.43440805454860,106121289665.45800,89074547.14765680
1494.0,189.98247361183200,6.931058407997960,88.63246046033200,106358952552.39800,102779559.13320400
1497.0,190.65948390960700,6.955757517486780,88.94830585021460,106737967020.25800,90489851.52464800
1500.0,190.95229244232200,6.966439939944100,89.0849097179552,106901891661.54600,62206054.34471890
1503.0,191.3261730670930,6.980080084735570,89.25933612193820,107111203346.32600,94335917.42165880
1506.0,191.96333122253400,7.003325283655970,89.5565893050635,107467907166.07600,91163589.8871638
1509.0,192.30321264267000,7.01572504838145,89.71515407137400,107658184885.64900,93212478.83467100
1512.0,192.96232962608300,7.039771362880320,90.02265169923690,108027182039.08400,90157364.77941130
1515.0,193.26946806907700,7.0509765780102,90.1659408952711,108199129074.32500,73723719.09944660
1518.0,193.7524585723880,7.068597337048210,90.39127029473410,108469524353.6810,98334723.44931790
1521.0,194.32336378097500,7.089425454878880,90.6576145125177,108789137415.02100,83573677.85725400
1524.0,194.64815378189100,7.101274645090390,90.80913868402040,108970966420.82400,85401442.87544760
1527.0,195.23864793777500,7.122817419043180,91.08462172689490,109301546072.27400,91668726.81504060
1530.0,195.6306071281430,7.137117117275070,91.26748231809550,109520978781.71500,77609738.57563270
1533.0,196.07042503356900,7.1531628268262600,91.47267041977310,109767204503.7280,100038578.98196200
1536.0,196.70276379585300,7.176232201657020,91.76767521300540,110121210255.60600,91151866.31465400
1539.0,197.04733896255500,7.188803206555290,91.92842975134640,110314115701.61600,60024201.843325300
1542.0,197.34606909751900,7.199701664577760,92.06779622222200,110481355466.66600,89011235.40692900
1545.0,198.0013108253480,7.223606599599390,92.373485928381,110848183114.0570,107663861.94221800
1548.0,198.49994921684300,7.241798234597170,92.60611553193310,111127338638.32000,86798995.04965720
1551.0,198.93157315254200,7.257545006663810,92.8074809036293,111368977084.35500,79513762.42980960
1554.0,199.35213255882300,7.272888115707220,93.00368434408210,111604421212.89900,63467261.59309640
1557.0,199.61177921295200,7.2823607059467100,93.12481721159480,111749780653.91400,85859329.57938890
1560.0,200.2723240852360,7.306459113572760,93.43298099197910,112119577190.37500,105286690.71854700
1563.0,200.74018216133100,7.323527802017660,93.6512506651875,112381500798.225,91249103.0042928
1566.0,201.25028014183000,7.342137512847440,93.88922650700060,112667071808.40100,95339050.35373430
1569.0,201.761971950531,7.3608053707059700,94.12794591695620,112953535100.34700,74034916.54887140
1572.0,202.04374432563800,7.37108516521805,94.25940108974490,113111281307.69400,93415806.06948340
1575.0,202.7631494998930,7.397330950879140,94.5950249473036,113514029936.76400,107661815.322347
1578.0,203.19760251045200,7.413180935009090,94.79771016635660,113757252199.62800,72260652.84355420
1581.0,203.53759813308700,7.425584866140970,94.95632821152140,113947593853.82600,81377232.06636300
1584.0,204.06975746154800,7.444999432747040,95.20459632668850,114245515592.02600,89778295.18629460
1587.0,204.49979090690600,7.460688179558810,95.40521968745280,114486263624.9430,93884904.69096880
1590.0,205.07596254348800,7.481708430481200,95.67402085014330,114808825020.17200,66439198.3473765
1593.0,205.21184849739100,7.486665906112640,95.73741567918970,114884898815.02800,83484738.87642920
1596.0,205.97070455551100,7.514350963381890,96.09144454452540,115309733453.43100,101139371.275177
1599.0,206.29580283165000,7.52621140028123,96.2431125355656,115491735042.67900,91745185.86384070
1602.0,206.9539773464200,7.550223331054650,96.55017047384460,115860204568.61400,94505408.69102220
1605.0,207.30865812301600,7.56316301507942,96.71563957902070,116058767494.82500,61358331.04747260
1608.0,207.61158108711200,7.574214438494210,96.85696212908200,116228354554.89800,101234872.78710200
1611.0,208.39363598823500,7.602745850339180,97.22181394295630,116666176731.54700,99083519.37093350
1614.0,208.6735019683840,7.612956094568250,97.35237972593670,116822855671.124,82572013.15248110
1617.0,209.27859592437700,7.635031507481800,97.63467400871860,117161608810.46200,96167330.76222480
1620.0,209.7041687965390,7.650557520896280,97.8332163797478,117399859655.69700,84942510.61569720
1623.0,210.1889615058900,7.668244029132530,98.05938656179710,117671263874.15700,103195957.29306500
1626.0,210.81016445159900,7.690907140197870,98.34919616621310,118019035399.45600,75222289.76088720
1629.0,210.9951512813570,7.697655944429040,98.43549801060150,118122597612.72200,53542645.701802600
1632.0,211.38400411605800,7.711842314667270,98.61690939472210,118340291273.66700,83694272.70845030
1635.0,211.8921389579770,7.730380405058040,98.85396937414380,118624763248.97300,101205463.7494280
1638.0,212.4686667919160,7.751413650993300,99.12293671346930,118947524056.16300,109494251.9728420
1641.0,213.0656361579900,7.773192657579430,99.40144063400800,119281728760.81000,74727118.98193610
1644.0,213.2695496082310,7.780631954515230,99.49657230837890,119395886770.05500,85552581.30359400
1647.0,213.98254013061500,7.806643716869130,99.829203540526,119795044248.63100,90645817.30618030
1650.0,214.24103999137900,7.816074469081950,99.94980139490990,119939761673.89200,96852281.04227960
1653.0,215.0205478668210,7.844512958756660,100.31346494573700,120376157934.88500,117693344.85592900
1656.0,215.50241041183500,7.862092566920620,100.5382681191900,120645921743.02700,67723652.52796170
1659.0,215.74637150764500,7.870992906895100,100.65208320837700,120782499850.05300,87399055.09688820
1662.0,216.43910384178200,7.896265597463500,100.97526339467400,121170316073.60900,104917053.37352200
1665.0,216.87081289291400,7.912015474764140,101.17666847524500,121412002170.29400,59598171.22256220
1668.0,217.0778431892400,7.919568482411520,101.27325425078700,121527905100.94400,83760965.82113390
1671.0,217.76851534843400,7.944766012400210,101.59547330435000,121914567965.22100,104740465.67222100
1674.0,218.20039200782800,7.960522004489360,101.79695657914800,122156347894.97700,73236000.68632000
1677.0,218.55341720581100,7.973401288668560,101.96165330778200,122353983969.33800,88349064.8958435
1680.0,219.1472671031950,7.995066488863640,102.23870190362700,122686442284.35200,95736294.8211263
1683.0,219.5794644355770,8.010834179943620,102.44033478188800,122928401738.26500,64058045.11331690
1686.0,219.83380484581000,8.020113184502940,102.55899212919400,123070790555.03200,89665063.71745560
1689.0,220.54044365882900,8.045893219857140,102.88866010047500,123466392120.57000,101557104.18712600
1692.0,220.92223620414700,8.05982201224011,103.06677765012900,123680133180.15500,90807567.01343540
1695.0,221.51366758346600,8.081398978559400,103.34269793554200,124011237522.65100,115006844.83575900
1698.0,222.15481424331700,8.104789688570890,103.64181187430800,124370174249.1700,88151054.42352800
1701.0,222.45842051506000,8.115866040839000,103.78345320766000,124540143849.19200,58847595.631487500
1704.0,222.78550934791600,8.127799098462800,103.93604985246600,124723259822.95900,100561023.19524900
1707.0,223.53617644310000,8.155185400908340,104.28625832363600,125143509988.36300,104727296.1182790
1710.0,223.90791702270500,8.16874747124505,104.45968633305700,125351623599.66800,81857342.3925832
1713.0,224.41347694397000,8.187191621783840,104.69554503559900,125634654042.71900,84890588.7594579
1716.0,224.8177261352540,8.201939691450000,104.88413927685400,125860967132.22500,66453413.4571228
1719.0,225.1256868839260,8.213174906445570,105.02781210288500,126033374523.46100,92727318.6963908
1722.0,225.81152486801100,8.238196073060290,105.34777587033600,126417331044.40300,109403132.89694000
1725.0,226.2982075214390,8.255951531408280,105.57482776736900,126689793320.84300,69226872.57584380
1728.0,226.55345916748000,8.265263780237440,105.69391023321500,126832692279.85800,73355171.80195620
1731.0,227.08438658714300,8.284633403582840,105.94160362637900,127129924351.65500,97427959.61802930
1734.0,227.5976366996770,8.303358112448090,106.18105003130600,127417260037.56700,104583343.10553700
1737.0,228.205251455307,8.325525490737110,106.46452034190700,127757424410.28800,111367220.59509800
1740.0,228.7912073135380,8.346902695700780,106.73788613428100,128085463361.1370,84925714.98524980
1743.0,229.11543703079200,8.35873144529634,106.88914891683300,128266978700.20000,83680346.79499310
1746.0,229.68804574012800,8.379621711297620,107.15628786825600,128587545441.90700,98038675.43610130
1749.0,230.16615986824000,8.397064567391860,107.37934229401300,128855210752.8160,65330464.27923080
1752.0,230.38822054863000,8.405165922830800,107.48294018965200,128979528227.58300,86918099.4276886
1755.0,231.09769868850700,8.431049544268080,107.81393279115200,129376719349.38200,111443612.90629800
1758.0,231.58260989189100,8.448740375477160,108.04015825418400,129648189905.02000,80612085.43166350
1761.0,231.96165323257400,8.46256886967186,108.21699321831000,129860391861.9720,77942358.79607390
1764.0,232.41795182228100,8.479215837766420,108.42987004816400,130115844057.79700,86210680.82080080
1767.0,232.88561034202600,8.496277245872800,108.64804662241400,130377655946.89700,84859578.01926680
1770.0,233.32742857933000,8.512395932771960,108.85416793826000,130625001525.91200,93188675.75576270
1773.0,233.8843536376950,8.532714018093300,109.11399000119300,130936788001.43200,105594618.02535800
1776.0,234.45913171768200,8.553683428419870,109.3821410283870,131258569234.06500,82889906.60821030
1779.0,234.77272057533300,8.565123971577110,109.52843953423400,131434127441.08100,78847810.12114720
1782.0,235.30417776107800,8.58451292217724,109.77638007899300,131731656094.79100,105001988.09808600
1785.0,235.89807224273700,8.60617974892346,110.05344947472500,132064139369.66900,94506098.31292730
1788.0,236.3170404434200,8.621464806617600,110.2489105705580,132298692684.66900,92035116.26331580
1791.0,236.88445234298700,8.642165479382420,110.51362505604100,132616350067.24900,65143042.840154000
1794.0,237.01520657539400,8.646935736368100,110.57462578475800,132689550941.7100,83874909.15775300
1797.0,237.78337597847000,8.674960568863100,110.93299960183000,133119599522.19600,111724978.64653800
1800.0,238.21261143684400,8.690620203018890,111.13325067799100,133359900813.58900,78796355.42812860
1803.0,238.62787055969200,8.705769943835500,111.32698137897100,133592377654.76500,82911040.1829427
1806.0,239.10120487213100,8.723038419730420,111.54780587890600,133857367054.68700,84389545.07132720
1809.0,239.5323097705840,8.738766255958390,111.74892910432700,134098714925.19300,95010834.815183
1812.0,240.1194770336150,8.760187656143160,112.02286005298200,134427432063.57800,81969461.5680135
1815.0,240.41081190109300,8.770816315431480,112.15877641216700,134590531694.6010,78331149.83357240
1818.0,240.95898580551100,8.790815135728090,112.41451580214900,134897418962.57900,94326485.17355860
1821.0,241.4217495918270,8.80769797113434,112.63040883803500,135156490605.64200,81186696.2057368
1824.0,241.82909870147700,8.822559133944530,112.82044928317800,135384539139.81400,78675871.80628460
1827.0,242.2649528980260,8.838460237010600,113.02378819706600,135628545836.48000,112895689.70332300
1830.0,243.03905057907100,8.866701348618530,113.38492773169500,136061913278.03400,93815786.778656
